Principio Attivo,Descrizione Gruppo,Denominazione e Confezione,Titolare AIC,AIC,Codice Gruppo Equivalenza,ATC,URL,PDF URL,4.1 Indicazioni terapeutiche,4.2 Posologia e modo di somministrazione,4.3 Controindicazioni,4.4 Avvertenze speciali e precauzioni di impiego,4.5 Interazioni con altri medicinali ed altre forme di interazione,"4.6 Fertilità, gravidanza e allattamento",4.7 Effetti sulla capacità di guidare veicoli e sull’uso di macchinari,4.8 Effetti indesiderati,4.9 Sovradosaggio,6.2 Incompatibilità
Selexipag,SELEXIPAG 1.000MCG 60 UNITA' USO ORALE,UPTRAVI*60 cpr riv 1.000 mcg,JANSSEN CILAG INTERNAT.N.V.,44887077,JKT,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,"SEMAGLUTIDE 0,25MG/DOSE 1,5 ML 1 UNITA' USO PARENTERALE","OZEMPIC*1 penna preriempita 1,5 ml 0,25 mg/dose + 4 aghi",NOVO NORDISK A/S,46128029,KTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,"SEMAGLUTIDE 0,50MG/DOSE 1,5ML 1 UNITA' USO PARENTERALE","OZEMPIC*1 penna preriempita 1,5 ml 0,5 mg/dose + 4 aghi",NOVO NORDISK A/S,46128031,KTC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,SEMAGLUTIDE 1MG/DOSE 3 ML 1 UNITA' USO PARENTERALE,OZEMPIC*1 penna preriempita 3 ml 1 mg/dose + 4 aghi,NOVO NORDISK A/S,46128056,KTD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,SEMAGLUTIDE 3MG 30 UNITA' USO ORALE,RYBELSUS*30 cpr 3 mg,NOVO NORDISK A/S,48719025,LPE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,SEMAGLUTIDE 7MG 30 UNITA' USO ORALE,RYBELSUS*30 cpr 7 mg,NOVO NORDISK A/S,48719052,LPF,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Semaglutide,SEMAGLUTIDE 14MG 30 UNITA' USO ORALE,RYBELSUS*30 cpr 14 mg,NOVO NORDISK A/S,48719088,LPG,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,ZOLOFT*30 cpr riv div 50 mg,VIATRIS PHARMA Srl,27753108,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,TATIG*30 cpr riv div 50 mg,VIATRIS PHARMA Srl,27754086,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv div 50 mg,SUN PHARMACEUTICAL IND.EU.B.V.,36600031,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv div 50 mg,SANDOZ SpA,36733069,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,DOC GENERICI Srl,36764025,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,MYLAN SpA,36771057,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,EG SpA,36803017,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,FG Srl,36805012,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,ALMUS Srl,36806014,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,LABORATORI ALTER Srl,36855029,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,KRKA D.D.NOVO MESTO,36858052,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,ZENTIVA ITALIA Srl,36861060,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,SANDOZ SpA,36863064,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,AUROBINDO PHARMA ITALIA Srl,37983044,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,TEVA PHARMA B.V.,39750068,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,TECNIMEDE SOC.TECNICO-MED.S.A.,42398026,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,ACCORD HEALTHCARE SLU,43969043,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 50 mg,TOWA PHARMACEUTICAL SpA,45922022,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,ZOLOFT*30 cpr riv 50 mg,GMM FARMA Srl,50195027,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 30 UNITA' USO ORALE,ZOLOFT*30 cpr riv div 50 mg,BB FARMA Srl,50824022,CGA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,ZOLOFT*30 cpr riv 100 mg,VIATRIS PHARMA Srl,27753110,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv div 100 mg,SUN PHARMACEUTICAL IND.EU.B.V.,36600094,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,SANDOZ SpA,36733234,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,DOC GENERICI Srl,36764049,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,MYLAN SpA,36771172,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,EG SpA,36803029,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,ALMUS Srl,36806026,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,LABORATORI ALTER Srl,36855043,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,KRKA D.D.NOVO MESTO,36858126,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,ZENTIVA ITALIA Srl,36861247,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,SANDOZ SpA,36863191,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,AUROBINDO PHARMA ITALIA Srl,37983222,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,TEVA PHARMA B.V.,39750169,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,TECNIMEDE SOC.TECNICO-MED.S.A.,42398040,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,ACCORD HEALTHCARE SLU,43969144,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 30 UNITA' USO ORALE,SERTRALINA*30 cpr riv 100 mg,TOWA PHARMACEUTICAL SpA,45922046,CGB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 15 UNITA' USO ORALE,ZOLOFT*15 cpr riv div 50 mg,VIATRIS PHARMA Srl,27753033,CGC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 15 UNITA' USO ORALE,TATIG*15 cpr riv div 50 mg,VIATRIS PHARMA Srl,27754047,CGC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 50 mg,DOC GENERICI Srl,36764013,CGC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 50 mg,MYLAN SpA,36771020,CGC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 50MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 50 mg,TEVA PHARMA B.V.,39750031,CGC,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 15 UNITA' USO ORALE,ZOLOFT*15 cpr riv 100 mg,VIATRIS PHARMA Srl,27753045,CGD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 15 UNITA' USO ORALE,TATIG*15 cpr riv 100 mg,VIATRIS PHARMA Srl,27754050,CGD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 100 mg,DOC GENERICI Srl,36764037,CGD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 100 mg,MYLAN SpA,36771145,CGD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 100MG 15 UNITA' USO ORALE,SERTRALINA*15 cpr riv 100 mg,TEVA PHARMA B.V.,39750221,CGD,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sertralina,SERTRALINA 1.200MG 60ML USO ORALE,ZOLOFT*orale soluz 1 flacone 60 ml 20 mg/ml,VIATRIS PHARMA Srl,27753096,CGE,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,"SEVELAMER 2,4G 60 UNITA' USO ORALE","RENVELA*60 bust polv orale 2,4 g",GENZYME EUROPE B.V.,39480064,RTA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,"SEVELAMER 2,4G 60 UNITA' USO ORALE","SEVELAMER*orale polv 60 bust 2,4 g",DOC GENERICI Srl,42373100,RTA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,"SEVELAMER 2,4G 60 UNITA' USO ORALE","SEVELAMER*orale polv 60 bust 2,4 g",EG SpA,44330013,RTA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,"SEVELAMER 2,4G 60 UNITA' USO ORALE","SEVELAMER*orale polv 60 bust 2,4 g",SANDOZ GMBH,44389017,RTA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,"SEVELAMER 2,4G 60 UNITA' USO ORALE","SEVELAMER*orale polv 60 bust 2,4 g",AUROBINDO PHARMA ITALIA Srl,44844025,RTA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,RENAGEL*180 cpr riv 800 mg flacone,GENZYME EUROPE B.V.,34676080,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,RENVELA*180 cpr riv 800 mg,GENZYME EUROPE B.V.,39480037,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,SEVELAMER*180 cpr riv 800 mg flacone,EG SpA,42372045,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,SEVELAMER*180 cpr riv 800 mg flacone,DOC GENERICI Srl,42373011,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,SEVELAMER*180x1 cpr riv 800 mg flacone,SANDOZ SpA,42374076,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,SEVELAMER*180 cpr riv 800 mg flacone,MYLAN SpA,43522010,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sevelamer,SEVELAMER 800MG 180 UNITA' USO ORALE,SEVELAMER*180 cpr riv 800 mg flacone,AUROBINDO PHARMA ITALIA Srl,44844013,RTB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 10MG/ML 112ML USO ORALE,REVATIO*orale polv 1 flacone 112 ml 10 mg/ml,UPJOHN EESV,36982039,BQJ,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,ZENTIVA ITALIA Srl,41040041,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,MYLAN SpA,41047046,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,ACCORD HEALTHCARE SLU,41269034,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,AUROBINDO PHARMA ITALIA Srl,42078170,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,TEVA B.V.,42088031,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILER*8 film orodispers 25 mg,ALFASIGMA SpA,44358036,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,RABESTROM*8 film orodispers 25 mg,IBSA FARMACEUTICI ITALIA Srl,44359038,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 25MG 8 UNITA' USO ORALE,SILDENAFIL*8 cpr riv 25 mg,ARISTO PHARMA GMBH,46422034,BQV,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,REVATIO*90 cpr riv 20 mg,UPJOHN EESV,36982015,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,SILDENAFIL*90 cpr riv 20 mg,AUROBINDO PHARMA ITALIA Srl,44615033,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,SILDENAFIL*90x1 cpr riv 20 mg,TEVA ITALIA Srl,44673034,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,BALCOGA*90 cpr riv 20 mg,SANDOZ GMBH,44675027,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,MYSILDECARD*90x1 cpr riv 20 mg,VIATRIS LIMITED,45112036,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,GRANPIDAM*90x1 cpr riv 20 mg,ACCORD HEALTHCARE SLU,45184049,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Sildenafil,SILDENAFIL 20MG 90 UNITA' USO ORALE,SILDENAFIL*90x1 cpr riv 20 mg,DR. REDDY'S Srl,45406016,BSK,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODYX*30 cps 4 mg,RECORDATI IRELAND LTD,39775046,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,UROREC*30 cps 4 mg,RECORDATI IRELAND LTD,39789045,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,TEVA B.V.,46269027,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,DOC GENERICI Srl,46271019,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,EG SpA,46272023,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,ZENTIVA ITALIA Srl,46344026,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,ARISTO PHARMA GMBH,46876025,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,MYLAN SpA,47638022,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,KRKA D.D.NOVO MESTO,47793017,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,SANDOZ SpA,47804012,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 4 mg,AUROBINDO PHARMA ITALIA Srl,47984048,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 4MG 30 UNITA' USO ORALE,URISAX*30 cps 4 mg,FARMITALIA Srl,50117011,RUA,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODYX*30 cps 8 mg,RECORDATI IRELAND LTD,39775111,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,UROREC*30 cps 8 mg,RECORDATI IRELAND LTD,39789110,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,TEVA B.V.,46269142,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,DOC GENERICI Srl,46271021,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,EG SpA,46272062,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,ZENTIVA ITALIA Srl,46344053,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,ARISTO PHARMA GMBH,46876052,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,MYLAN SpA,47638046,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,KRKA D.D.NOVO MESTO,47793031,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,SANDOZ SpA,47804063,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,SILODOSINA*30 cps 8 mg,AUROBINDO PHARMA ITALIA Srl,47984113,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Silodosina,SILODOSINA 8MG 30 UNITA' USO ORALE,URISAX*30 cps 8 mg,FARMITALIA Srl,50117023,RUB,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
